State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,Months,Temperature,Rainfall,Humidity,Sun hours
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Grapes,3.496507561,6.320768294,2.909288917,December,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Mango,10.7908231,12.36555196,1.762933091,March,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Potato,7.163946684,9.396487934,2.335050034,November,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Tomato,9.885170821,12.10155622,2.319887183,November,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Dry chillies,6.28785856,7.06646697,1.15708028,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Sunflower,8.056743775,7.508238775,0.455954867,February,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Dry chillies,7.734558844,9.315690888,1.768515479,May,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Sunflower,7.556427969,7.017506143,0.459422215,June,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2004,Whole Year ,Banana,6.37502482,10.32747997,3.973121315,January,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2004,Whole Year ,Potato,7.545918151,9.837775009,2.38857851,April,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2005,Kharif     ,Dry chillies,6.131226489,6.755768922,1.054061492,July,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2005,Rabi       ,Dry chillies,7.677863501,8.983188799,1.545461222,September,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2005,Whole Year ,Banana,6.150602768,10.12946708,3.999454522,May,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2005,Whole Year ,Potato,7.180069874,9.460476328,2.378373925,July,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2005,Whole Year ,Sunflower,7.802209316,7.270312886,0.462047729,August,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2006,Kharif     ,Dry chillies,6.025865974,7.007600614,1.301042386,May,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2006,Rabi       ,Dry chillies,7.785720897,9.102309628,1.554307525,September,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2006,Whole Year ,Banana,6.32256524,10.21119282,3.910619143,June,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2006,Whole Year ,Potato,7.265429723,9.399885774,2.246825281,September,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2006,Whole Year ,Sunflower,8.611229833,8.256607345,0.531441938,December,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2007,Kharif     ,Dry chillies,6.908754779,6.908754779,0.693147181,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2007,Rabi       ,Dry chillies,7.601402335,8.853808275,1.504077397,June,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2007,Rabi       ,Sunflower,8.517393171,8.699681401,0.78845736,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2008,Kharif     ,Dry chillies,6.244166901,7.152268856,1.247747633,February,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2008,Rabi       ,Dry chillies,7.824445931,8.547916364,1.119068297,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2008,Whole Year ,Banana,6.563855527,10.01641437,3.485057219,September,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2008,Whole Year ,Potato,7.22620901,9.424887076,2.30447559,April,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2008,Whole Year ,Sunflower,8.065893547,7.608870629,0.490449788,July,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2009,Kharif     ,Dry chillies,6.383506635,7.255591274,1.222081951,March,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2009,Rabi       ,Dry chillies,7.739794458,8.948455992,1.470180849,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2009,Whole Year ,Banana,6.646390515,10.61709891,3.990644277,July,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2009,Whole Year ,Potato,7.24636808,9.400960732,2.264863968,November,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2009,Whole Year ,Sunflower,8.095903533,7.881559917,0.59167476,August,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2010,Rabi       ,Dry chillies,7.618251098,8.331827004,1.112446019,December,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2010,Whole Year ,Banana,6.828712072,10.75327517,3.945162259,January,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2010,Whole Year ,Potato,7.037905963,9.288966692,2.351877265,July,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2010,Whole Year ,Sunflower,6.955592608,6.361302478,0.439239425,May,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Dry chillies,7.548555979,7.813995675,0.834718125,September,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2011,Whole Year ,Banana,6.787844982,10.93219584,4.161173067,September,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2011,Whole Year ,Potato,7.049254841,9.629511127,2.654024811,November,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2011,Whole Year ,Sunflower,7.202661197,6.833031733,0.525178167,December,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2012,Kharif     ,Cabbage,4.672828834,7.090909822,2.511285216,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2012,Kharif     ,Grapes,3.433987204,6.304448802,2.954910279,December,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2012,Kharif     ,Mango,10.94660475,13.12677961,2.28726753,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2012,Kharif     ,Potato,5.484796933,8.193953024,2.77726527,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2012,Kharif     ,Sunflower,4.418840608,4.143134726,0.563094052,March,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2012,Kharif     ,Tomato,9.050406334,11.87678355,2.884020869,April,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2012,Rabi       ,Cabbage,5.192956851,7.614805365,2.511550394,September,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2012,Rabi       ,Dry chillies,7.440146681,8.263074836,1.187205519,November,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2012,Rabi       ,Potato,6.74051936,9.452501929,2.777311281,November,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2012,Rabi       ,Sunflower,6.70073111,6.02827852,0.412011776,March,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2012,Rabi       ,Tomato,8.498825534,11.5715528,3.118168056,March,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Cabbage,4.744932128,7.669028289,2.984263246,April,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Grapes,3.17805383,6.035481433,2.951280511,April,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Mango,11.10670007,13.28506879,2.285642861,September,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Sunflower,4.204692619,3.970291914,0.581029882,March,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Tomato,9.035748861,12.3566326,3.356478352,November,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Cabbage,5.204006687,8.13123655,2.98434168,November,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Dry chillies,7.468513271,8.157370441,1.095943587,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Sunflower,6.983789965,6.758094504,0.586549041,February,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Tomato,8.556413905,11.6660499,3.153462394,December,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2013,Whole Year ,Banana,6.814542897,10.82384998,4.028349547,November,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2013,Whole Year ,Potato,7.168579897,10.04007053,2.92724869,May,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Cabbage,4.795790546,8.158229917,3.404248278,January,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Grapes,3.496507561,6.838405201,3.405355392,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Mango,11.07649587,13.04415316,2.09850769,April,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Potato,5.713732806,8.553910774,2.899892152,January,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Sunflower,4.077537444,3.401197382,0.405465108,June,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Tomato,9.004545459,12.16665071,3.203682976,June,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Cabbage,5.087596335,8.452121195,3.404298159,February,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Dry chillies,7.434847875,8.573195382,1.416546814,November,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Potato,6.825460036,9.667765219,2.899927406,August,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Sunflower,7.178545484,7.007600614,0.611257985,March,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Tomato,8.516993171,11.74551229,3.267555463,January,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Dry chillies,6.552507887,7.696667082,1.421385681,May,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Sunflower,5.707110265,5.303304908,0.510825624,July,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,1997,Rabi       ,Dry chillies,6.552507887,7.090909822,0.99852883,February,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Dry chillies,7.003974137,8.101980732,1.386294361,July,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Sunflower,5.303304908,4.615120517,0.405465108,September,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,1998,Rabi       ,Dry chillies,7.003974137,7.696667082,1.098612289,May,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Sunflower,2.397895273,1.945910149,0.470003629,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,1999,Whole Year ,Dry chillies,7.509883061,8.085486772,1.02195805,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Dry chillies,6.767343125,7.781973234,1.324517001,April,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Sunflower,4.343805422,4.442651256,0.744440475,January,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Dry chillies,6.29156914,7.014814351,1.119420873,June,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2000,Whole Year ,Banana,9.309642573,11.73115295,2.506650775,September,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Dry chillies,6.444131257,7.729735331,1.530615267,May,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Sunflower,4.143134726,4.007333185,0.626455806,August,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Dry chillies,6.842683282,7.540621529,1.102167216,February,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2001,Whole Year ,Banana,9.235910648,11.71849957,2.562892562,March,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Dry chillies,6.240275845,6.91968385,1.090112728,April,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Sunflower,5.351858133,5.375278408,0.704981638,December,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2002,Rabi       ,Dry chillies,6.393590754,6.901737207,0.979572182,April,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Banana,8.980927208,11.66367895,2.749000002,February,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Beans & Mutter(Vegetable),5.655991811,7.270312886,1.798171616,December,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Cabbage,4.762173935,0,0,June,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Cucumber,3.583518938,0,0,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Mango,9.849981285,11.43587162,1.772210015,July,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Tomato,6.525029658,8.42463921,2.040132719,August,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Dry chillies,6.97634807,8.458504195,1.687436836,January,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Sunflower,6.025865974,6.131226489,0.747341831,March,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2003,Rabi       ,Dry chillies,6.937314081,7.68386398,1.134875804,September,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Banana,9.164086987,11.1197199,2.088032895,June,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Beans & Mutter(Vegetable),5.545177444,7.465082736,2.059638914,August,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Cabbage,4.605170186,0,0,May,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Cucumber,3.496507561,0,0,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Mango,9.861727618,10.76561773,1.243943177,March,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2003,Whole Year ,Tomato,6.605297921,8.866299566,2.361262978,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2004,Kharif     ,Dry chillies,6.396929655,7.816013839,1.636773716,December,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2004,Kharif     ,Sunflower,5.723585102,5.59471138,0.63057394,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2004,Rabi       ,Dry chillies,6.419994928,7.36707706,1.27557239,November,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2004,Rabi       ,Sunflower,5.676753802,5.564520407,0.638411542,August,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2004,Whole Year ,Banana,9.242323418,11.47921355,2.338432316,September,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2005,Kharif     ,Dry chillies,6.668228248,8.100768243,1.647385551,December,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2005,Rabi       ,Dry chillies,6.154858094,6.932447892,1.156479671,February,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2005,Whole Year ,Banana,9.644263353,12.28290405,2.707717504,July,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2005,Whole Year ,Sunflower,6.352629396,6.434546519,0.735015748,February,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2006,Kharif     ,Dry chillies,6.886531643,8.389814262,1.704748092,January,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2006,Rabi       ,Dry chillies,6.470799504,7.564238475,1.383188769,November,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2006,Whole Year ,Banana,9.72752573,12.59707027,2.924772032,August,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2006,Whole Year ,Sunflower,5.855071922,5.59471138,0.571044484,August,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2007,Kharif     ,Dry chillies,6.908754779,7.601402335,1.098612289,January,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2007,Rabi       ,Dry chillies,6.908754779,7.601402335,1.098612289,May,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2008,Kharif     ,Dry chillies,6.317164687,7.81197343,1.698316141,August,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2008,Rabi       ,Dry chillies,6.555356892,7.815610532,1.510703072,November,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2008,Whole Year ,Banana,9.639782389,12.58373824,2.995331881,March,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2008,Whole Year ,Sunflower,5.789960171,5.802118375,0.699263408,March,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2009,Kharif     ,Dry chillies,5.641907071,7.206377291,1.756752877,January,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2009,Rabi       ,Dry chillies,5.673323267,7.04053639,1.596247857,September,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2009,Whole Year ,Banana,9.690294332,12.77731487,3.131703984,February,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2009,Whole Year ,Sunflower,7.26961675,7.244227516,0.680524292,April,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2010,Kharif     ,Dry chillies,5.655991811,6.852242569,1.462280268,February,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2010,Rabi       ,Dry chillies,6.102558595,7.518607217,1.634677242,August,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2010,Whole Year ,Banana,9.572062557,12.87976174,3.343710318,July,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2010,Whole Year ,Sunflower,5.886104031,6.102558595,0.807519889,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Dry chillies,5.017279837,6.34738921,1.568615918,October,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Dry chillies,5.198497031,6.665683718,1.678134444,March,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,Banana,9.519367998,12.61988614,3.144626874,August,5.081265151,0.006009385,2.255553986,2.998331192
Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,Sunflower,5.843544417,5.902633333,0.723213869,December,5.081265151,0.006009385,2.255553986,2.998331192
